ID,Name,Album,Release Date,Length (ms),Accousticness,Danceability,Energy,Instrumentalness,Valence,Liveliness,Loudness,Speechiness,Tempo,Time Signature,Popularity,Lyrics
2njmQttRyWCRwU9OPpaR6q,Bahut Door Mujhe Chale Jana Hai,Revival Vol.14 - Dil Deke Dekho,20-05-2000,292800,0.768,0.246,0.424,0,0.388,0.16,-10.273,0.0361,87.738,4,20,(Bahot Door Mujhe Chale Jaana Hai Bahot Nazdeek Mujhe Aana Hai Teri Baahon Mein Mujhe Aaj Mar Jaana Hai.. Kissi Ko Iss Jagah Pe Nahin Aana Hai Kissi Ko Iss Jagah Se Nahin Jaana Hai Teri Baahon Mein Mujhe Aaj Mar Jaana Hai Jaane Mile Ya Na Mile Phir Aisi Tanhaayi Dil Ki Lagi Le Ne Lagi Seene Mein Angdaayi Ho Mujhko Chhupa Le Dil Mein Basaa Le Dekh Bura Yeh Zamana Hai Kissi Ko Iss Jagah Pe Nahin Aana Hai Kissi Ko Iss Jagah Se Nahin Jaana Hai Ho Teri Baahon Mein Mujhe Aaj Mar Jaana Hai Kya Zindagi Kat Jaayegi Bas Teri Yaadon Mein Yeh Raat Bhi Dhal Jaayegi Kya Yoon Hi Waado Mein Ho Armaan Nikle Ya Jaan Nikle Pyaar Mera Deewana Hai Hmm Kissi Ko Iss Jagah Pe Nahin Aana Hai Kissi Ko Iss Jagah Se Nahin Jaana Hai Ho Teri Baahon Mein Mujhe Aaj Mar Jaana Hai Mere Badan Mein Oh Sajan Jaagi Ek Chingaari Toot Jaayegi Jal Jaayegi Iss Mein Duniya Saari Iss Ko Bujha De Shola Banaa De Kehta Yeh Parwana Hai Hmm Bahot Door Mujhe Chale Jaana Hai Bahot Nazdeek Mujhe Aana Hai Teri Baahon Mein Mujhe Aaj Mar Jaana Hai..
6hIdxZVbBTy625N31kMrBc,Bataoon Kya Lana,Patthar Ke Sanam,01-01-1967,270799,0.967,0.509,0.453,0.00676,0.841,0.0594,-7.984,0.0548,144.6,3,24,Bataa doon kyaa laanaa Tum laut ke aa jaanaa Ye chhota sa nazraanaa Piyaa Yaad rakhoge ke bhool jaaoge Yaad rakhoge ke bhool jaaoge Bataa doon kyaa laanaa Tum laut ke aa jaanaa Ye chhota sa nazraanaa Piyaa Yaad rakhoge ke bhool jaaoge Yaad rakhoge ke bhool jaaoge Ho Ho Sajte hain jo tan pe hamaare Sajtke hain jo tan pe hamaare Wo hain piyaa nain tumhaare Hai lat jo maathe pe aayi si Choodi hai meri kalaayi ki Palat ke jab aanaa Ye lat ye nazar laana Ye chhota sa nazraana Piya Yaad rakhoge ke bhool jaaoge Yaad rakhoge ke bhool jaaoge Aaa aaa Aaa aaa aaaa Chaahat se ye maang bharoongi Chaahat se ye maang bharoongi Bindiya ka main chaah karoongi Maathhe pe laage suhaani si Honthon pe tere nishaani si Balamwa jab aana Bindiya tumhi ban jaana Ye chhota sa nazraanaa Piya Yaad rakhoge ke bhool jaaoge Yaad rakhoge ke bhool jaaoge Aankhon mein chaand banke ubharnaa Aankhon mein chaand banke ubharnaa Dekho balam der na karna Rahta hai dil mein tumhaaraa dil Darta hai phir bhi hamaara dil Bahut na tarsaanaa Tum laut ke aa jaanaa Ye chhotaa sa nazraana Piyaa Yaad rakhoge ke bhool jaaoge Yaad rakhoge ke bhool jaaoge Bataa doon kyaa laanaa Tum laut ke aa jaanaa Ye chhota sa nazraanaa Piyaa Yaad rakhoge ke bhool jaaoge Yaad rakhoge ke bhool jaaoge.
7JCWCIoDyCNbw6i7QY7it2,Bemausam Bahar Ke - Bundal Baaz / Soundtrack Version,Bundal Baaz,01-01-2006,392160,0.92,0.303,0.637,0.00682,0.694,0.0759,-8.918,0.0583,84.389,4,18,"Hmm…..bemausam bahar key din kaise aaye Bemausam bahar key din kaise aaye Inn bahao me pyar key tum kaise aaye Chalo rey nikal jaye kahee, nikalte machal jaye kahee rey Bemausam bahar key din kaise aaye Inn bahao me pyar key tum kaise aaye Yeh teree do aankhe iname mere pyar Mil jaye tho leharo ko bhee aajaye ikrar Yeh teree do aankhe iname mere pyar Mil jaye tho leharo ko bhee aajaye ikrar Toh aaja key mil jaye gale, khule aasmano key tale ree….. Bemausam bahar key din kaise aaye Inn bahao me pyar key tum kaise aaye Jab se too hai dil bar mujhse meheruban Tere dam se jannat hai mere dono jahan Jab se too hai dil bar mujhse meheruban Tere dam se jannat hai mere dono jahan Jaha bhee gaye ham aaye sanam, o baharo ne chumme aye kadam hai Hmm… Bemausam bahar key din kaise aaye Inn bahao me pyar key tum kaise aaye O o o o o…………. Rangin hai tera chehra aisa kya kiya Barfiley tufan me jaise phulo kaa diya Rangin hai tera chehra aisa kya kiya Barfiley tufan me jaise phulo kaa diya Toh aaja behak jaye jara, nashe me mehak jaye jara Bemausam bahar key din kaise aaye Inn bahao me pyar key tum kaise aaye Chalo rey nikal jaye kahee, nikalte machal jaye kahee rey Hmm mmm mmm mm……… O o o o o…………. Hmm mmm mmm mm……… O o o o o…………."
3KlhVEjtoX5TVxtqRtmGL6,Bhool Gaya Sub Kuchh - Julie / Soundtrack Version,The Legend Forever - Lata Mangeshkar - Vol.2,01-01-2012,301266,0.916,0.511,0.395,7.77E-05,0.235,0.117,-5.057,0.0246,95.93,4,38,"Bhool Gaya Sub Kuchh Song Bhool Gaya Sub Kuchh Lyrics Bhool Gaya Sub Kuchh Lyrics Julie2009 Kishore Kumar, Lata Mangeshkar 5 min 03 sec Play Video Play Song Bhool Gaya Sub Kuchh Lyrics Bhool Gaya Sub Kuchh Lyrics Play Song Lyrics Bhool gaya sab kuchh hmm... Bhool gaya sab kuchh Yaad nahin ab kuchh O ho.. hmm.. Hey hey ek yehi baat na bhooli Julie.. aa.... I love you aa.. Bhool gayi sab kuchh Yaad nahin ab kuchh O ho.. hmm.. O ho.. ek yehi baat na bhooli Julie.. aa.... Julie loves you Aa... Itna bhi door mat jao Ke paas aana mushkil ho Ho.. itna bhi paas mat aao Ke door jana mushkil ho Jaane bhi do kaha maano mera Aisa laga badan chhu ke tera Koi chingari chhu li Julie aa... I love you aa... Aisa na ho tadap-tadap ke Yeh pyaar pyasa mar jaaye Ho.. aisa na ho hum dono ko Yeh shaam ruswa kar jaaye Achhaa to main yeh zid chhod doon bolo Acchha main yeh kasam tod doon bolo Baat hai yeh maamooli Julie.. aa.... Julie loves you aa... Bhool gaya sab kuchh hmm... Bhool gaya sab kuchh Yaad nahin ab kuchh O ho.. hmm.. Hey hey ek yehi baat na bhooli Julie.. aa.... I love you aa.. Hmm.. o.... Hmm.. o...."
1BAFeTJg6BJkCWQFKI93yv,Chalenge Teer Jab Dil Par,Kohinoor,01-01-1960,207426,0.987,0.5,0.165,0.253,0.696,0.516,-14.007,0.0544,111.304,4,20,Dil kaa afsana sunate Hai sunaane wale Kaash samajhe naa Mohabbat ko mitaane wale Pyaar kaa naam bhi Lete hue dar lagataa hai Tir kheche hue baithe Hai zamaane wale Chalege tir jab dil par To armaano kaa kya hoga Lutegaa ghar to phir is ghar Ke mehamaano kaa kya hoga Chalege tir jab dil par to Armaano kaa kya hoga Sunaa hai ishq me aate Hai din aaho ke naalo ke Abhi tak to salaamat hai Garebaan ishq vaalo ke Agar fasale bahaar aai To divaano kaa kya hoga Chalege tir jab dil par To armaano kaa kya hoga Uthaa hai shore maatam Shamaa tere jaan-nisaaro me Abhi to dil hi jalate hai Mohabbat ke sharaaro me Kisi ne par jalaa daale to Paravaano kaa kya hoga Kisi ne par jalaa daale to Paravaano kaa kya hoga Chalege tir jab dil par to Armaano kaa kya hoga Adhure hai abhi pure Nahi kisse mohabbat ke Abhi to dil me poshidaan Hai afasaane qayaamat ke Haqiqat ho gai zaahir to Afasaano kaa kya hoga Chalege tir jab dil par to Armaano kaa kya hoga Sunaa hai jaame ulfat me Balaa kaa josh hai saaqi Abhi to dil hai qaabu me Abhi to hosh hai baaqi Agar pi kar bahak uthe To mastaano kaa kya hoga Chalege tir jab dil par to Armaano kaa kya hoga Lutegaa ghar to phir is ghar Ke mehamaano kaa kya hoga Chalege tir jab dil par to Armaano kaa kya hoga.
4oslezh9m99MzQ39qH6rYd,"Chhod Kar Tere Pyar Ka Daman (From ""Woh Kaun Thi"")",Lag Ja Gale - Best of Lata Mangeshkar and Madan Mohan,28-02-2018,255364,0.874,0.625,0.572,0.00376,0.817,0.14,-6.605,0.0844,129.449,4,17,Chhodkar tere pyaar ka daaman Ye bata de ke ham kidhar jaaye Ham ko dar hai ke teri baahon men Ham khushi se n aj mar jaaye Mil gaye aj kaafile dil ke Ham khade hain karib mnjil ke Maskuraakar jo tumane dekh liya Mit gaye hns ke sab gile dil ke Kitani pyaari hain ye hasin ghadiyaan In se kah do yahi thhahar jaaye Tere kadamon pe zindagi rakh dun Apani ankhon ki roshani rakh dun Tu agar khush ho main tere dil men Apane dil ki har ik khushi rakh dun Mere hamadam meri khushi ye hai Tu najr aye ham jidhar jaaye Dekhakar pyaar in nigaahon men Dip se jal ge hain raahon men Tumase milate na ham to ye duniya Dub jaati hamaari ahon men Apani ahon se aj ye kah do Ab na hothhon pe umrabhar aye 
7Fi4CnMxMYBrVptDlPwRO4,Dheere Dheere Aare Baadal,"Shraddhanjali - My Tribute To The Immortals, Vol. 2",09-10-2020,218093,0.937,0.467,0.064,0.000847,0.604,0.133,-22.788,0.0446,145.995,4,11,"dhire dhire a re badal dhire a re badal dhire dhire ja mera bulabul so raha hai shor gul na macha dhire dhire rat dhundhali ho gayi hai sari duniya so gayi hai sahjala ke kah rahi hain phul kyari me so gayi so gayi so gayi laila kisi ke intazari me so gayi laila kisi ke intazari me meri laila ko o badal tu nazar na laga tu nazar na laga o badal tu nazar na laga mera bulabul so raha hai mera bulabul so raha hai shor gul na macha dhire dhire ta na na ta na na ta na na na na ta na na ta na na na na o gane vale dhire gana git tu apana kyon are tut jayega kisi ki ankh ka sapana tut jayega kisi ki ankh ka sapana chupake chupake kah raha hai chupake chupake kah raha hai mujh se mera dil a gayi dekho musafir pyar ki manzil musafir pyar ki manzil kaun gata hai rubayi re phir ye kis ki yad ayi re phir ye kis ki yad ayi re kis ne pahna di hai bolo kis ne pahna di hai mujh ko prem ki mala kis ne meri zindagi ka rang badal dala tum kahoge prit is ko tum kahoge pyar main kahun, han main kahun do dil mile hain khil gaya sansar main kahun do dil mile hain khil gaya sansar do dilon ki ye kahani tu bhi sunta ja o badal tu bhi sunta ja"
70vSg23ZpLROoj7xxzDBk2,Dhire Dhire Machal,Anupama,01-01-1966,243666,0.956,0.403,0.494,0.00285,0.646,0.154,-9.077,0.0314,100.358,4,29,Dhire Dhire Machal Aye Dil-E-Bekraar Dhire Dhire Machal Aye Dil-E-Bekraar Koi Aata Hai Yu Tadap Ke Na Tadpa Muze Baar Baar Koi Aata Hai Dhire Dhire Machal Aye Dil-E-Bekraar Uske Daman Ki Khushbu Hawao Me Hai Uske Kadmo Ki Aahat Phanao Me Hai Uske Daman Ki Khushbu Hawao Me Hai Uske Kadmo Ki Aahat Phaao Me Hai Mujh Ko Karne De Karne De Sola Singar Koi Aata Hai Dhire Dhire Machal Aye Dil-E-Bekraar Koi Aata Hai Dhire Dhire Machal Aye Dil-E-Bekraar Dhire Dhire Machal Aye Dil-E-Bekraar Koi Aata Hai Yu Tadap Ke Na Tadpa Muze Baar Baar Koi Aata Hai Dhire Dhire Machal Aye Dil-E-Bekraar Mujh Ko Chhune Lagi Uski Parchhaiya Dil Ke Najdik Bajti Hai Shahnaiya Mujh Ko Chhune Lagi Uski Parchhaiya Dil Ke Najdik Bajti Hai Shahnaiya Mere Sapno Ke Aangan Me Gata Hai Pyar Koi Aata Hai Dhire Dhire Machal Aye Dil-E-Bekraar Koi Aata Hai Dhire Dhire Machal Aye Dil-E-Bekraar Ruth Ke Pahle Ji Bhar Sataungi Mai Jab Manayenge Wo Maan Jaaungi Mai Ruth Ke Pahle Ji Bhar Sataungi Mai Jab Manayenge Wo Maan Jaaungi Mai Dil Pe Rahta Hai Aese Me Kab Ikhtiyar Koi Aata Hai Dhire Dhire Machal Aye Dil-E-Bekraar Koi Aata Hai Yu Tadap Ke Na Tadpa Muze Baar Baar Koi Aata Hai Dhire Dhire Machal Aye Dil-E-Bekraar
6O8ZM3IKYcSBzpnuxpCAQr,Dholna,Dil To Pagal Hai,27-08-1997,318432,0.369,0.684,0.52,3.99E-05,0.907,0.724,-10.793,0.0339,92.995,4,56,Kab tak chup baithen ab to kuchh hai bolna Kuchh tum bolo kuchh hum bolein o dholna Kab tak chup baithen ab to kuchh hai bolna Kuchh tum bolo kuchh hum bolein o dholna Kab tak chup baithen ab to kuchh hai bolna Kuchh tum bolo kuchh hum bolein o dholna Mar jaana tha ye bhed nahin tha kholna O jholna o jholna Kab tak chup baithen ab to kuchh hai bolna Kuchh tum bolo kuchh hum bolein o dholna Do chaar kadam pe tum thay do chaar kadam pe hum thay Do chaar kadam pe tum thay do chaar kadam pe hum thay Do chaar kadam ye lekin sau meelon se kya kam thay Phir uspe kadam kadam pe dil ka dolna Hay dolna o dholna Kab tak chup baithen ab to kuchh hai bolna Kuchh tum bolo kuchh hum bolein o dholna Kab tak chup baithen ab to kuchh hai bolna Kuchh tum bolo kuchh hum bolein o dholna Lo jeet gaye tum humse hum haar gaye is dil se Lo jeet gaye tum humse hum haar gaye is dil se Aaya hai aaj labhon pe ye pyaar badi mushkil se Is pyaar mein humko paagal na kar chhodna Na chhodna o dholna Kab tak chup baithen ab to kuchh hai bolna Kuchh tum bolo kuchh hum bolein o dholna Kab tak chup baithen ab to kuchh hai bolna Kuchh tum bolo kuchh hum bolein o dholna Mar jaana tha ye bhed nahin tha kholna O jholna o jholna Kab tak chup baithen ab to kuchh hai bolna Kuchh tum bolo kuchh hum bolein o dholna Aaaa......
2Hg0D9gPOqcSQj66QgZd60,Dhoom Mache Dhoom,Kaala Patthar,08-09-1979,460695,0.745,0.302,0.74,0.000116,0.735,0.0982,-8.754,0.109,179.056,3,21,Chahe koyi roke re sathi Chahe koyi toke re sathi Nav yug aayega Nav yug aayega Tani huyi baaho kaa Rela badhata hi jayega Khun mati ke bhanv Bik nahi payega Khun mati ke bhanv Bik nahi payega Dhum mache dhum Aaj ki raina bhor Huye tak jage jawani Dhum mache dhum Aaj ki raina bhor Huye tak jage jawani Ho subah tak ham kahe Ek kahani jhumati Dhadkano ki jabani Dhum mache dhum Aaj ki raina bhor Huye tak jage jawani Dhum mache dhum Aaj ki raina bhor Huye tak jage jawani Dhum mache dhum Jab talak rat chale pyar ki bat chale Teri meri meri teri palke Naa jhapke rang lehrate rahe Ang tharrate rahe tapi Tapi chehro se sholo si lapke Ho o toke tohari hi Kasam todd mat aur julam Hamka dai de anguthi nishani Tori hogi badi meharbani Aye kya samajhta hai hamko re Prani hamara kata toh mange naa pani Dhum mache dhum Aaj ki raina bhor huye tak jage jawani Dhum mache dhum Aaj ki raina bhor huye tak jage jawani Dhum mache dhum Masti kutch aur badhe nasa kutch aur chadhe Dukh wala dhyan koyi aaj Hame aayena dukh jo aaye toh kya Gam sataye toh kya aadami Ko chahiye ke kabhi ghabaraye naa Ho o tutne wala hai dam Khaye jata hai yeh gam Bane dulhan meri bitiya rani Umr ghar me pade naa bitani Hey har musibat hai aani se Jani hai yeh apne guruji ki wani Dhum mache dhum Aaj ki raina bhor Huye tak jage jawani Dhum mache dhum Aaj ki raina bhor Huye tak jage jawani Dhum mache dhum Pale naa sog jaha sukhi ho log jaha Hamko hai sath aisi Duniya basani dilo me aag liye Honthope rag liye hamko Andhero me hai shamme jalane Ho o kale pathar ki kasam Jab talak dam me hai dam Ham yeh dekhenge rasme Purani kar naa paye yaha hukm rani Hey aaj se hai hamne dil me Thani layenge ek nayi rut suhani Dhum mache dhum aaj ki Raina bhor huye tak jage jawani Dhum mache dhum aaj ki Raina bhor huye tak jage jawani Ho subah tak ham kahe Ek kahani jhumati dhadkano ki jabani Dhum mache dhum aaj ki Raina bhor huye tak jage jawani Dhum mache dhum aaj ki Raina bhor huye tak jage jawani.
0FpImGWI1bRwZEjBEW029g,Dil Apna Aur Preet Parai,Dil Apna Aur Preet Parai,01-01-1960,246146,0.796,0.466,0.441,1.06E-06,0.645,0.044,-9.341,0.0444,146.164,3,23,Dil Apna Aur Prit Parayi Kis Ne Hain Ye Rit Banayi Aandhi Me Ek Dip Jalaya Aur Pani Me Aag Lagayi Dil Apna Aur Prit Parayi Kis Ne Hain Ye Rit Banayi Dil Apna Hai Dard Aisa Ke Sehna Hain Mushkil Duniya Walo Se Kehna Hain Mushkil Ghir Ke Aaya Hain Tufan Aisa Bach Ke Sahil Pe Rehna Hain Mushkil Ghir Ke Aaya Hain Tufan Aisa Bach Ke Sahil Pe Rehna Hain Mushkil Dil Apna Aur Prit Parayi Kis Ne Hain Ye Rit Banayi Aandhi Me Ek Dip Jalaya Aur Pani Me Aag Lagayi Dil Apna Dil Ko Sanbhala Na Daman Bachaya Failee Jab Aag Tab Hosh Aaya Gam Ke Mare Pukare Kise Hum Hum Se Bichhda Hamara Hi Saya Gam Ke Mare Pukare Kise Hum Hum Se Bichhda Hamara Hi Saya Dil Apna Aur Prit Parayi Kis Ne Hain Ye Rit Banayi Aandhi Me Ek Dip Jalaya Aur Pani Me Aag Lagayi Dil Apna.
1obzxoRduT5n3fAKsf0Pgi,"Dil Hoom Hoom Kare (From ""Rudaali"") - Female Version",MasterWorks - Lata Mangeshkar,05-08-2016,235493,0.928,0.544,0.413,0.00209,0.35,0.128,-7.188,0.0258,99.789,4,40,Dil Apna Aur Prit Parayi Kis Ne Hain Ye Rit Banayi Aandhi Me Ek Dip Jalaya Aur Pani Me Aag Lagayi Dil Apna Aur Prit Parayi Kis Ne Hain Ye Rit Banayi Dil Apna Hai Dard Aisa Ke Sehna Hain Mushkil Duniya Walo Se Kehna Hain Mushkil Ghir Ke Aaya Hain Tufan Aisa Bach Ke Sahil Pe Rehna Hain Mushkil Ghir Ke Aaya Hain Tufan Aisa Bach Ke Sahil Pe Rehna Hain Mushkil Dil Apna Aur Prit Parayi Kis Ne Hain Ye Rit Banayi Aandhi Me Ek Dip Jalaya Aur Pani Me Aag Lagayi Dil Apna Dil Ko Sanbhala Nadil hu hu kare gharbraye ghan ghan dham kare garjaye ik bund kabhi pani ki mori ankhiyo se barsaye dil hu hu kare ghabraye teri jhori daru sab sukhe pat jo aaye tera chua lage meri sukhi dal hariyaye dil hu hu kare ghabraye jis tan ko chua tune us tan ko chupau jis man ko lage naina wo kisko dikhau o more chandarma teri chandani ang jalaye unchi tor katari maine pankh hi katwaye dil hu hu kare ghabraye ghan dham dham kare garjaye ik bund kabhi pani ki mori ankhiyo se barsaye dil hu hu kare gharbraye ghan ghan dham kare garjaye Daman Bachaya Failee Jab Aag Tab Hosh Aaya Gam Ke Mare Pukare Kise Hum Hum Se Bichhda Hamara Hi Saya Gam Ke Mare Pukare Kise Hum Hum Se Bichhda Hamara Hi Saya Dil Apna Aur Prit Parayi Kis Ne Hain Ye Rit Banayi Aandhi Me Ek Dip Jalaya Aur Pani Me Aag Lagayi Dil Apna.
6IWWSUMj29z64UAFCeDXdW,Dil Ka Diya Jalake Gaya Yeh Koi,Aakash Deep,01-01-1965,217280,0.988,0.427,0.312,0.131,0.549,0.14,-13.135,0.045,94.811,4,24,Dil ka diya jala ke gaya Yeh kaun meri tanahai mein Dil ka diya jala ke gaya Yeh kaun meri tanahai mein Soye nagmein jaag uthhe Hontho ki shahanayi mein Dil ka diya jala ke gaya Yeh kaun meri tanahai mein Pyar aramaano ka dar Khatkaye khwaab jaage aakho Se milane ko aaye Pyar aramaano ka dar Khatkaye khwaab jaage aakho Se milane ko aaye Kitane saaye dol pade Suni si angadayi mein Dil ka diya jala ke gaya Yeh kaun meri tanahai mein Ek hi najar mein nikhar gayi main toh Aaina jo dekha sawar gayi main toh Ek hi najar mein nikhar gayi main toh Aaina jo dekha sawar gayi main toh Tan pe ujaala phail gaya Pahali hi angadai mein Dil ka diya jala ke gaya Yeh kaun meri tanahai mein Kapate labo ko main khol rahi hu Bol nahi jaise ke bol rahi hu Kapate labo ko main khol rahi hu Bol nahi jaise ke bol rahi hu Bol jo dubhe se hai kahi Is dil ki gaherayi mai Dil ka diya jala ke gaya Yeh kaun meri tanahai mein Dil ka diya
0ML5WbEJnArLrWVDavp14V,"Dil Ka Khilona Haye Toot Gaya, Pt. 1",Goonj Uthi Shehnai (Original Motion Picture Soundtrack),31-12-1959,240026,0.829,0.404,0.39,2.74E-06,0.607,0.109,-12.109,0.0493,83.114,4,11,"Tut gaya, tut gaya... Dil kaa khilauna, haye tut gaya Koyee lutera aake lut gaya Dil kaa khilauna, haye tut gaya Huwa kya kusur aisa saiyya hamara Jate huye jo tune hame naa pukara Ulafat kaa tar toda, hame majdhar chhoda Ham toh chale the le ke teraa hee sahara Sathee hamara ham se chhut gaya Dil kaa khilauna, haye tut gaya Koyee lutera aake lut gaya Dil kaa khilauna, haye tut gaya Kaisee paradesee too ne prit lagayee Chain bhee khoya hamne nind gawayee Teraa aitbar kar ke, haye intjar kar ke Khushiyo ke badale gam kee duniyan basayee Jalim jamana hamse ruth gaya Dil kaa khilauna, haye tut gaya Koyee lutera aake lut gaya Dil kaa khilauna, haye tut gaya"
0lQvn1LFnH8DgYzjp1ybOs,Dil Lootnewale Jadugar,Madari (Original Motion Picture Soundtrack),01-01-1959,215582,0.948,0.341,0.533,1.16E-05,0.631,0.13,-6.872,0.0397,116.518,4,18,"Tut gaya, tut gaya... Dil kaa khilauna, haye tut gaya Koyee lutera aake lut gaya Dil kaa khilauna, haye tut gaya Huwa kya kusur aisa saiyya hamara Jate huye jo tune hame naa pukara Ulafat kaa tar toda, hame majdhar chhoda Ham toh chale the le ke teraa hee sahara Sathee hamara ham se chhut gaya Dil kaa khilauna, haye tut gaya Koyee lutera aake lut gaya Dil kaa khilauna, haye tut gaya Kaisee paradesee too ne prit lagayee Chain bhee khoya hamne nind gawayee Teraa aitbar kar ke, haye intjar kar ke Khushiyo ke badale gam kee duniyan basayee Jalim jamana hamse ruth gaya Dil kaa khilauna, haye tut gaya Koyee lutera aake lut gaya Dil kaa kDil lutane vale jadugar Abb maine tujhe pahachana hai Najare toh uthake dekh jara Tere samane yeh deewana hai Yeh chand sitare dekh na le Mere pyar ke najuk bandhan ko Aankho me chhupakar rakh lunga Iss phul se komal tan mann ko Dhire se Dhire se kaho yeh bat piya Jag apna nahee begana hai Najare toh uthake Araman tha tujhako dekhu main Savan kee nashilee rato mein Kho jayein piya ham tum dono Inn pyar kee mithee bato mein Too samane Too samane hai toh sab kuchh hai Varana yeh chaman virana hai Mai pyar kee mala guthungee Aansuo kee kaliya chun chun ke Ruthe na kahee mujhase duneeya Yah bat tumharee sun sun ke Araman bhare dilavalo ka Duneeya ne kaha kab mana hai Dil lutane vale, najare toh uthake.hilauna, haye tut gaya"
5PiAYf5oVZRMafMnId0AOY,Dil Mein Aag Lagaye,Alag Alag,24-08-1985,411271,0.888,0.501,0.529,1.43E-06,0.631,0.106,-8.774,0.0303,81.009,4,27,O oho o mujhe teri chahat Ke gham ki kasam Zamane ki har ek kasam ki kasam Main tere liye hoon too mere liye Sitamgar tere har sitam ki kasam O dil mein aag lagaye Sawan ka mahina Nahi jeena nahi jeena Tere bin nahi jeena Dil mein aag lagaye Sawan ka mahina Nahi jeena nahi jeena Tere bin nahi jeena Tune mujhe jo jakhm diye Un zakhmo ko nahi sina Nahi jeena nahi jeena Tere bin nahi jeena Dil mein aag lagaye Sawan ka mahina Nahi jeena nahi jeena Tere bin nahi jeena Iss dil se arman yeh nikale Ek hi ghunt me jan yeh nikale Iss dil se arman yeh nikale Ek hi ghunt me jan yeh nikale Zeher judayiwala Ghunt ghunt nahi pina Nahi jeena nahi jeena Tere bin nahi jeena O yeh teri yado ka mausam Pyar bhare wado ka mausam Yeh teri yado ka mausam Pyar bhare wado ka mausam Iss mausam ke bichhade Shayad mile kabhi naa Nahi jeena nahi jeena Tere bin nahi jeena Ishq ibadat ishq hai pooja Ishq khuda ka naam hai duja Ishq ibadat ishq hai pooja Ishq khuda ka naam hai duja Yeh dil mathura kashi Kaba aur madina Nahi jeena nahi jeena Tere bin nahi jeena Tune mujhe jo jakhm diye Un zakhmo ko nahi sina Nahi jeena nahi jeena Tere bin nahi jeena Dil mein aag lagaye Sawan ka mahina Nahi jeena nahi jeena Tere bin nahi jeena Nahi jeena nahi jeena Tere bin nahi jeena.
191JwUCV0GGo3SH6uYKpvF,Dil Pukare Aa Re Aa Re,Classic Revival Yeh Sham Mastani,30-11-2000,340680,0.732,0.415,0.509,0.154,0.344,0.185,-11.195,0.0791,96.668,4,28,"Dil pukaare aa re, aa re, aa re abhee naa jaa mere saathee Dil pukaare aa re, aa re, aa re abhee naa jaa mere saathee Barason beete dil pe kaaboo paate hum to haare, tum hee kuchh samajhaate samajhaatee main tum laakho aramaan kho jaate hain, lab tak aate aate poochho naa kitanee, baate padee hai, dil mein humaare Dil pukaare aa re, aa re, aa re abhee naa jaa mere saathee Paa ke tum ko hain kaisee matawaalee aakhe meree been kaajal ke kaalee jeewan apanaa main bhee rangeen kar loo mil jaaye jo in hothhon kee laalee jo bhee hain apanaa, laayee hoo sab kuchh, paas tumhaare Dil pukaare aa re, aa re, aa re abhee naa jaa mere saathee Mahakaa mahakaa aanchal halake halake rah jaatee ho kyo palakon se mal ke jaise sooraj banakar aaye ho tum chal doge phir din ke dhalate dhalate aaj kaho to mod doon badh ke, waqt ke dhaare Dil pukaare aa re, aa re, aa re abhee naa jaa mere saathee"
